type,start_time,ambient_temperature,battery_id,test_id,uid,filename,capacity,re,rct,cycle_number,soh,capacity_fade,rul_cycles,health_status
discharge,[2.0090e+03 3.0000e+00 2.0000e+00 2.2000e+01 1.9000e+01 4.5593e+01],24,B0027,50,3209,03209.csv,1.8145504562341,,,3209,108.37635513969212,-8.376355139692123,0,Healthy
discharge,[2.0090e+03 3.0000e+00 3.0000e+00 2.0000e+00 5.9000e+01 3.9453e+01],24,B0027,52,3211,03211.csv,1.80915348516428,,,3211,108.05401411504224,-8.054014115042236,0,Healthy
discharge,[2009.       3.       3.       7.      39.       7.296],24,B0027,54,3213,03213.csv,1.80655515080937,,,3213,107.89882526049594,-7.89882526049594,0,Healthy
discharge,[2009.       3.       3.      12.      18.      51.281],24,B0027,56,3215,03215.csv,1.80240165595949,,,3215,107.65075244919717,-7.650752449197171,0,Healthy
discharge,[2009.       3.       3.      16.      58.      46.625],24,B0027,58,3217,03217.csv,1.79643316833229,,,3217,107.29427686456407,-7.294276864564068,0,Healthy
discharge,[2009.       3.       5.      18.      40.      18.984],24,B0027,65,3224,03224.csv,1.80880369305082,,,3224,108.03312233207572,-8.03312233207572,0,Healthy
discharge,[2.009e+03 3.000e+00 5.000e+00 2.300e+01 2.000e+01 1.140e+00],24,B0027,67,3226,03226.csv,1.79155277487496,,,3226,107.00278910089465,-7.0027891008946455,0,Healthy
discharge,[2009.       3.       6.       4.       0.      25.046],24,B0027,69,3228,03228.csv,1.78533751922395,,,3228,106.63157497929024,-6.631574979290235,0,Healthy
discharge,[2009.       3.       6.       8.      39.      37.156],24,B0027,71,3230,03230.csv,1.7932092103253,,,3230,107.10172183435228,-7.101721834352276,0,Healthy
discharge,[2009.       3.       6.      13.      20.      49.203],24,B0027,73,3232,03232.csv,1.78730977111021,,,3232,106.74937025476238,-6.749370254762383,0,Healthy
discharge,[2009.       3.      19.      10.      34.      54.078],24,B0027,77,3236,03236.csv,1.77009262533244,,,3236,105.7210541234072,-5.7210541234072,0,Healthy
discharge,[2010.       6.       3.      20.      31.       2.968],22,B0044,2,3241,03241.csv,1.68652555515207,,,3241,100.72990359092351,-0.729903590923513,0,Healthy
discharge,[2010.       6.       4.       0.      29.      30.921],22,B0044,4,3243,03243.csv,1.66246065316391,,,3243,99.29259643018273,0.7074035698172736,0,Healthy
discharge,[2010.       6.       4.       4.      26.      46.875],22,B0044,6,3245,03245.csv,1.65340107557005,,,3245,98.7515015295948,1.2484984704051953,0,Healthy
discharge,[2010.     6.     4.     8.    23.    18.5],22,B0044,8,3247,03247.csv,1.64521459034909,,,3247,98.26255319167207,1.737446808327931,0,Healthy
discharge,[2010.       6.       4.      12.      19.      17.125],22,B0044,10,3249,03249.csv,1.63566406236734,,,3249,97.69213564898779,2.3078643510122134,0,Healthy
discharge,[2010.      6.      4.     17.     26.      7.75],22,B0044,14,3253,03253.csv,0.0,,,3253,0.0,100.0,0,Emergency
discharge,[2.01e+03 6.00e+00 4.00e+00 2.10e+01 8.00e+00 4.37e-01],22,B0044,16,3255,03255.csv,1.62677697651464,,,3255,97.16134303904953,2.8386569609504733,0,Healthy
discharge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 2.0000e+00 3.3453e+01],22,B0044,18,3257,03257.csv,1.6159715504743,,,3257,96.51597509903978,3.4840249009602218,0,Healthy
discharge,[2010.       6.       5.       4.      56.      47.468],22,B0044,20,3259,03259.csv,1.60760283866496,,,3259,96.01614304422158,3.983856955778421,0,Healthy
discharge,[2010.      6.      5.      8.     50.     47.75],22,B0044,22,3261,03261.csv,1.60033604014316,,,3261,95.582124174908,4.417875825091997,0,Healthy
discharge,[2010.       6.       5.      13.      56.       3.921],22,B0044,26,3265,03265.csv,1.59787009149919,,,3265,95.43484222687675,4.565157773123246,0,Healthy
discharge,[2010.       6.       5.      17.      49.      52.625],22,B0044,28,3267,03267.csv,1.59003102651635,,,3267,94.96664400862133,5.03335599137867,0,Healthy
discharge,[2010.       6.       5.      21.      43.      27.734],22,B0044,30,3269,03269.csv,1.5816311155652,,,3269,94.4649485450116,5.535051454988405,0,Healthy
discharge,[2.0100e+03 6.0000e+00 6.0000e+00 1.0000e+00 3.6000e+01 5.8156e+01],22,B0044,32,3271,03271.csv,1.57145563110347,,,3271,93.85720467437181,6.142795325628185,0,Healthy
discharge,[2010.       6.       6.       5.      30.      11.906],22,B0044,34,3273,03273.csv,1.56322079856997,,,3273,93.36536873114945,6.634631268850555,0,Healthy
discharge,[2010.       6.       6.      10.      34.      53.031],22,B0044,38,3277,03277.csv,1.56067753882455,,,3277,93.21346927834824,6.786530721651758,0,Healthy
discharge,[2010.       6.       6.      14.      28.      10.546],22,B0044,40,3279,03279.csv,1.55238860113142,,,3279,92.71840183501807,7.281598164981929,0,Healthy
discharge,[2010.       6.       6.      18.      21.      14.171],22,B0044,42,3281,03281.csv,1.54445928765619,,,3281,92.24481340971245,7.7551865902875505,0,Healthy
discharge,[2010.       6.       6.      22.      14.       8.156],22,B0044,44,3283,03283.csv,1.53655813418065,,,3283,91.77290687653428,8.227093123465721,0,Healthy
discharge,[2.010e+03 6.000e+00 7.000e+00 2.000e+00 6.000e+00 5.764e+01],22,B0044,46,3285,03285.csv,1.5307255867941,,,3285,91.42455049726571,8.575449502734287,0,Healthy
discharge,[2010.       6.       7.      13.      57.      40.859],22,B0044,50,3289,03289.csv,1.54524280824232,,,3289,92.29161018243926,7.708389817560743,0,Healthy
discharge,[2.0100e+03 6.0000e+00 7.0000e+00 1.9000e+01 2.0000e+00 4.3281e+01],22,B0044,54,3293,03293.csv,1.53971444918162,,,3293,91.96142184138556,8.038578158614442,0,Healthy
discharge,[2010.       6.       7.      22.      55.      54.203],22,B0044,56,3295,03295.csv,1.53053570777737,,,3295,91.41320972926447,8.586790270735534,0,Healthy
discharge,[2.010e+03 6.000e+00 8.000e+00 2.000e+00 4.900e+01 1.156e+00],22,B0044,58,3297,03297.csv,1.5199735224097,,,3297,90.78236965065152,9.217630349348482,0,Healthy
discharge,[2010.       6.       8.       6.      41.      51.625],22,B0044,60,3299,03299.csv,1.51366295268442,,,3299,90.40546277361702,9.594537226382982,0,Healthy
discharge,[2010.     6.     8.    10.    34.    18.5],22,B0044,62,3301,03301.csv,1.50128700069929,,,3301,89.6662931556413,10.333706844358701,0,Healthy
discharge,[2010.       6.       8.      15.      38.       9.593],22,B0044,66,3305,03305.csv,1.50238147349116,,,3305,89.73166194799146,10.268338052008545,0,Healthy
discharge,[2010.      6.      8.     19.     30.     45.25],22,B0044,68,3307,03307.csv,1.49809551542775,,,3307,89.47567760123596,10.524322398764042,0,Healthy
discharge,[2010.       6.       8.      23.      23.      11.562],22,B0044,70,3309,03309.csv,1.49065423913771,,,3309,89.0312378232561,10.968762176743894,0,Healthy
discharge,[2010.       6.       9.       3.      15.      28.281],22,B0044,72,3311,03311.csv,1.48439716394362,,,3311,88.65752597576203,11.342474024237973,0,Healthy
discharge,[2010.       6.       9.       7.       7.      20.406],22,B0044,74,3313,03313.csv,1.47253219362301,,,3313,87.94887539359136,12.051124606408635,0,Healthy
discharge,[2010.       6.       9.      12.      10.      47.421],22,B0044,78,3317,03317.csv,1.46631493821132,,,3317,87.57754183371347,12.422458166286532,0,Healthy
discharge,[2.0100e+03 6.0000e+00 9.0000e+00 1.6000e+01 2.0000e+00 4.7125e+01],22,B0044,80,3319,03319.csv,1.46712984688777,,,3319,87.6262133004241,12.373786699575902,0,Healthy
discharge,[2010.      6.      9.     19.     54.     38.39],22,B0044,82,3321,03321.csv,1.45938589976331,,,3321,87.16369611835285,12.836303881647154,0,Healthy
discharge,[2010.       6.       9.      23.      46.      17.078],22,B0044,84,3323,03323.csv,1.44679013685052,,,3323,86.41139801057525,13.588601989424745,0,Healthy
discharge,[2010.     6.    10.     3.    37.    32.5],22,B0044,86,3325,03325.csv,1.43906698596382,,,3325,85.95012291049811,14.04987708950189,0,Healthy
discharge,[2010.       6.      10.       8.      40.      12.437],22,B0044,90,3329,03329.csv,1.43898925504626,,,3329,85.94548033167212,14.054519668327885,0,Healthy
discharge,[2010.       6.      10.      12.      31.      31.375],22,B0044,92,3331,03331.csv,1.43861987795785,,,3331,85.92341881093762,14.07658118906238,0,Healthy
discharge,[2010.       6.      10.      16.      22.      38.906],22,B0044,94,3333,03333.csv,1.43134120966535,,,3333,85.48869100433303,14.511308995666965,0,Healthy
discharge,[2010.       6.      10.      20.      13.      46.031],22,B0044,96,3335,03335.csv,1.42297303766346,,,3335,84.98889119020768,15.011108809792319,0,Warning
discharge,[2010.       6.      11.       0.       4.      38.656],22,B0044,98,3337,03337.csv,1.4150153099745,,,3337,84.51360568951483,15.486394310485167,0,Warning
discharge,[2010.       6.      11.      12.      17.      20.515],4,B0044,102,3341,03341.csv,0.0572172710622218,,,3341,3.4173749577803814,96.58262504221962,0,Emergency
discharge,[2010.       6.      11.      16.      49.      19.671],4,B0044,106,3345,03345.csv,0.0573587470253984,,,3345,3.425824791278414,96.57417520872158,0,Emergency
discharge,[2010.      6.     11.     20.      8.     56.89],4,B0044,108,3347,03347.csv,0.0574968754544523,,,3347,3.4340746890041025,96.5659253109959,0,Emergency
discharge,[2010.       6.      11.      23.      28.      14.921],4,B0044,110,3349,03349.csv,0.0576308880988852,,,3349,3.4420787662103174,96.55792123378968,0,Emergency
discharge,[2010.      6.     16.     10.     39.     50.39],4,B0044,112,3351,03351.csv,0.0551169133397871,,,3351,3.2919283968071484,96.70807160319285,0,Emergency
discharge,[2010.       6.      16.      14.      46.      51.593],4,B0044,115,3354,03354.csv,0.0674075526574801,,,3354,4.0260026062135985,95.9739973937864,0,Emergency
discharge,[2010.       6.      16.      18.       7.      22.875],4,B0044,117,3356,03356.csv,0.0675676530317139,,,3356,4.0355648065681535,95.96443519343185,0,Emergency
discharge,[2010.       6.      16.      21.      27.      32.859],4,B0044,119,3358,03358.csv,0.0556373104491564,,,3358,3.3230097821414133,96.67699021785859,0,Emergency
discharge,[2010.       6.      17.       0.      47.      36.281],4,B0044,121,3360,03360.csv,0.0682243327610682,,,3360,4.074785846312202,95.9252141536878,0,Emergency
discharge,[2010.       6.      17.       3.      38.      47.796],4,B0044,123,3362,03362.csv,0.0560524534315144,,,3362,3.347804729636649,96.65219527036335,0,Emergency
discharge,[2010.      6.     17.      8.     10.     30.89],4,B0044,127,3366,03366.csv,0.0686822013010505,,,3366,4.102132632578702,95.8978673674213,0,Emergency
discharge,[2010.       6.      17.      11.      30.      34.546],4,B0044,129,3368,03368.csv,0.0687475535334652,,,3368,4.106035878545225,95.89396412145477,0,Emergency
discharge,[2010.       6.      17.      14.      50.      30.921],4,B0044,131,3370,03370.csv,0.0565143989134748,,,3370,3.375395016495918,96.62460498350408,0,Emergency
discharge,[2010.       6.      17.      18.      10.       6.218],4,B0044,133,3372,03372.csv,0.0567330718538736,,,3372,3.3884555385479116,96.61154446145208,0,Emergency
discharge,[2010.       6.      17.      21.      29.      54.875],4,B0044,135,3374,03374.csv,0.0694133756360175,,,3374,4.145802958263594,95.85419704173641,0,Emergency
discharge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.0000e+00 1.1046e+01],4,B0044,139,3378,03378.csv,0.0593176644466495,,,3378,3.5428236487119213,96.45717635128808,0,Emergency
discharge,[2010.       6.      18.       5.      20.      59.203],4,B0044,141,3380,03380.csv,0.0698170725362273,,,3380,4.169914273810439,95.83008572618957,0,Emergency
discharge,[2010.       6.      18.       8.      40.      33.875],4,B0044,143,3382,03382.csv,0.0574643508969407,,,3382,3.432132118058485,96.56786788194151,0,Emergency
discharge,[2010.       6.      18.      12.       0.       2.609],4,B0044,145,3384,03384.csv,0.0705377438399369,,,3384,4.212957292471882,95.78704270752812,0,Emergency
discharge,[2010.       6.      18.      15.      19.      35.359],4,B0044,147,3386,03386.csv,0.0580546605234449,,,3386,3.4673891182177266,96.53261088178228,0,Emergency
discharge,[2010.       6.      18.      19.      50.      33.234],4,B0044,151,3390,03390.csv,0.0708399201529106,,,3390,4.231005160635112,95.7689948393649,0,Emergency
discharge,[2010    6   18   23    9   59],4,B0044,153,3392,03392.csv,0.0581718361305258,,,3392,3.4743875817562193,96.52561241824378,0,Emergency
discharge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 2.9000e+01 1.6281e+01],4,B0044,155,3394,03394.csv,0.0583051571279828,,,3394,3.4823503494590056,96.51764965054099,0,Emergency
discharge,[2010.       6.      19.       5.      42.      11.468],4,B0044,157,3396,03396.csv,0.0584559266936776,,,3396,3.4913552552966243,96.50864474470337,0,Emergency
discharge,[2010.       6.      19.       8.      49.      37.406],4,B0044,159,3398,03398.csv,0.058629861106387,,,3398,3.5017437113563856,96.49825628864362,0,Emergency
discharge,[2010.       6.      21.      15.      19.      37.906],4,B0044,163,3402,03402.csv,0.0589003321838338,,,3402,3.5178979436312074,96.48210205636879,0,Emergency
discharge,[2010.       6.      21.      19.      51.      35.109],4,B0044,167,3406,03406.csv,0.0590646770201104,,,3406,3.527713649929423,96.47228635007058,0,Emergency
discharge,[2010.       6.      21.      23.      11.      45.359],4,B0044,169,3408,03408.csv,0.0724057998284407,,,3408,4.324529334205616,95.67547066579438,0,Emergency
discharge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 3.1000e+01 3.5687e+01],4,B0044,171,3410,03410.csv,0.0725563284689165,,,3410,4.33351985047528,95.66648014952472,0,Emergency
discharge,[2010.       6.      22.       5.      44.      45.062],4,B0044,173,3412,03412.csv,0.0595922298890959,,,3412,3.559222422191835,96.44077757780816,0,Emergency
discharge,[2010.       6.      22.       9.       4.      54.281],4,B0044,175,3414,03414.csv,0.0732170902276858,,,3414,4.372984694665797,95.6270153053342,0,Emergency
discharge,[2010.       6.      22.      13.      36.       7.203],4,B0044,179,3418,03418.csv,0.0598410084998697,,,3418,3.574081044050352,96.42591895594965,0,Emergency
discharge,[2010.       6.      22.      16.      55.      44.609],4,B0044,181,3420,03420.csv,0.0734434705697157,,,3420,4.386505551173362,95.61349444882664,0,Emergency
discharge,[2010.       6.      22.      20.      15.       9.718],4,B0044,183,3422,03422.csv,0.0737373960592326,,,3422,4.404060628314949,95.59593937168505,0,Emergency
discharge,[2010.       6.      22.      23.      34.      40.078],4,B0044,185,3424,03424.csv,0.0603231248972743,,,3424,3.6028760647257365,96.39712393527427,0,Emergency
discharge,[2.010e+03 6.000e+00 2.300e+01 2.000e+00 5.400e+01 2.359e+00],4,B0044,187,3426,03426.csv,0.0740961197823434,,,3426,4.425485863132378,95.57451413686762,0,Emergency
discharge,[2010.       6.      23.       7.      24.      51.046],4,B0044,191,3430,03430.csv,0.0607171505329549,,,3430,3.6264097515846236,96.37359024841538,0,Emergency
discharge,[2010.      6.     23.     10.     44.     16.39],4,B0044,193,3432,03432.csv,0.0608284422939796,,,3432,3.6330567948649555,96.36694320513504,0,Emergency
discharge,[2010.      6.     23.     14.      3.     18.14],4,B0044,195,3434,03434.csv,0.0609288444479822,,,3434,3.6390534423880885,96.36094655761191,0,Emergency
discharge,[2010.       6.      23.      17.      19.      43.093],4,B0044,197,3436,03436.csv,0.0612203873656202,,,3436,3.65646621736596,96.34353378263404,0,Emergency
discharge,[2010.       6.      23.      20.      32.      31.953],4,B0044,199,3438,03438.csv,0.061336775826916,,,3438,3.663417667612063,96.33658233238793,0,Emergency
discharge,[2010.       6.      23.      23.      10.       5.078],4,B0044,203,3442,03442.csv,0.0615021959933087,,,3442,3.6732975993817476,96.32670240061825,0,Emergency
discharge,[2010.       6.      24.       0.      22.      53.234],4,B0044,205,3444,03444.csv,0.0615436456229027,,,3444,3.675773231713632,96.32422676828637,0,Emergency
discharge,[2.010e+03 6.000e+00 2.400e+01 1.000e+00 1.800e+01 4.437e+00],4,B0044,207,3446,03446.csv,0.0613682829819075,,,3446,3.6652994728862396,96.33470052711377,0,Emergency
discharge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 1.7000e+01 4.2484e+01],4,B0044,209,3448,03448.csv,0.0616335088887399,,,3448,3.681140430613461,96.31885956938653,0,Emergency
discharge,[2010.     6.    24.     3.    12.    12.5],4,B0044,211,3450,03450.csv,0.0619810308759487,,,3450,3.701896627375693,96.29810337262431,0,Emergency
discharge,[2010.       6.      25.      18.      45.       5.406],4,B0044,215,3454,03454.csv,1.4779954511171,,,3454,88.27517546001548,11.724824539984525,0,Healthy
discharge,[2010.       6.      26.       0.      33.      10.328],4,B0044,219,3458,03458.csv,1.49411987144767,,,3458,89.23822716142381,10.761772838576192,0,Healthy
discharge,[2010.       6.      26.       5.      11.       6.265],4,B0044,221,3460,03460.csv,1.48800782011317,,,3460,88.87317705009511,11.126822949904891,0,Healthy
discharge,[2010.       6.      26.       9.      48.      28.984],4,B0044,223,3462,03462.csv,1.47483385927171,,,3462,88.0863453288579,11.913654671142098,0,Healthy
discharge,[2010.      6.     26.     14.     25.     15.64],4,B0044,225,3464,03464.csv,1.46043780447855,,,3464,87.22652247768626,12.77347752231374,0,Healthy
discharge,[2.0100e+03 6.0000e+00 2.6000e+01 1.9000e+01 1.0000e+00 1.0906e+01],4,B0044,227,3466,03466.csv,1.45238084157671,,,3466,86.7453100265267,13.254689973473305,0,Healthy
discharge,[2010.       6.      27.       0.      48.      32.265],4,B0044,231,3470,03470.csv,1.44110288836498,,,3470,86.07171979467391,13.92828020532609,0,Healthy
discharge,[2010.       6.      27.       5.      23.      33.859],4,B0044,233,3472,03472.csv,1.43003559784106,,,3472,85.41071166225538,14.58928833774462,0,Healthy
discharge,[2010.       6.      27.       9.      58.      20.953],4,B0044,235,3474,03474.csv,1.4139432967199,,,3474,84.44957832185699,15.55042167814301,0,Warning
discharge,[2010.       6.      27.      14.      32.      41.171],4,B0044,237,3476,03476.csv,1.39726674974503,,,3476,83.4535501479129,16.546449852087093,0,Warning
discharge,[2010.       6.      27.      19.       6.      37.984],4,B0044,239,3478,03478.csv,1.38653758768258,,,3478,82.8127371718744,17.187262828125597,0,Warning
discharge,[2010.       6.      28.       0.      51.      57.734],4,B0044,243,3482,03482.csv,1.37247536857246,,,3482,81.9728530853809,18.027146914619095,0,Warning
discharge,[2010.      6.     28.      5.     24.     57.14],4,B0044,245,3484,03484.csv,1.35985939488128,,,3484,81.21934786292158,18.78065213707842,0,Warning
discharge,[2010.       6.      28.       9.      57.      41.468],4,B0044,247,3486,03486.csv,1.34867334103922,,,3486,80.55124643888358,19.44875356111642,0,Warning
discharge,[2010.       6.      28.      14.      29.      46.171],4,B0044,249,3488,03488.csv,1.3334258933205,,,3488,79.64057305239237,20.35942694760763,0,Warning
discharge,[2.010e+03 6.000e+00 2.800e+01 1.900e+01 1.000e+00 9.578e+00],4,B0044,251,3490,03490.csv,1.33877930810758,,,3490,79.96031262214717,20.03968737785283,0,Warning
discharge,[2.01e+03 6.00e+00 2.90e+01 0.00e+00 4.40e+01 7.80e-02],4,B0044,255,3494,03494.csv,1.31533204030169,,,3494,78.5598944557323,21.440105544267695,0,Warning
discharge,[2010.       6.      29.       5.      14.      48.968],4,B0044,257,3496,03496.csv,1.32296332811008,,,3496,79.01568291554275,20.984317084457246,0,Warning
discharge,[2010.       6.      29.       9.      44.      58.609],4,B0044,259,3498,03498.csv,1.3086991524155,,,3498,78.16373671281266,21.836263287187336,0,Warning
discharge,[2010.       6.      29.      14.      14.      43.546],4,B0044,261,3500,03500.csv,1.28974995839004,,,3500,77.0319717766222,22.9680282233778,0,Warning
discharge,[2.010e+03 6.000e+00 2.900e+01 1.800e+01 4.400e+01 1.531e+00],4,B0044,263,3502,03502.csv,1.29061725909041,,,3502,77.08377242421139,22.91622757578861,0,Warning
discharge,[2010.       6.      30.       0.      24.      32.875],4,B0044,267,3506,03506.csv,1.27520112534421,,,3506,76.16302404820502,23.836975951794983,0,Warning
discharge,[2010.     6.    30.     4.    53.    18.5],4,B0044,269,3508,03508.csv,1.26860726573745,,,3508,75.76919731937072,24.23080268062928,0,Warning
discharge,[2010.       6.      30.       9.      21.      28.343],4,B0044,271,3510,03510.csv,1.25657599732259,,,3510,75.05061437006219,24.949385629937808,0,Warning
discharge,[2010.       6.      30.      13.      49.       7.171],4,B0044,273,3512,03512.csv,1.24862545093208,,,3512,74.5757577816371,25.424242218362906,0,Warning
discharge,[2009.       6.      19.      17.      18.      16.015],24,B0036,0,3514,03514.csv,1.00198258817533,,,3514,59.84469621486668,40.15530378513332,0,Emergency
discharge,[2.0090e+03 6.0000e+00 1.9000e+01 2.2000e+01 2.0000e+00 5.0609e+01],24,B0036,4,3518,03518.csv,1.80110075662889,,,3518,107.57305456685407,-7.5730545668540685,0,Healthy
discharge,[2.009e+03 6.000e+00 2.000e+01 1.000e+00 5.900e+01 3.975e+01],24,B0036,6,3520,03520.csv,1.80442298560206,,,3520,107.77147895666073,-7.771478956660729,0,Healthy
discharge,[2009.       6.      20.       5.      55.      38.984],24,B0036,8,3522,03522.csv,1.80438883377282,,,3522,107.76943919482238,-7.769439194822382,0,Healthy
discharge,[2009.       6.      20.       9.      50.      35.156],24,B0036,10,3524,03524.csv,1.79892488717842,,,3524,107.44309797099774,-7.443097970997741,0,Healthy
discharge,[2009.       6.      20.      13.      47.      19.156],24,B0036,12,3526,03526.csv,1.79299652167239,,,3526,107.08901873155192,-7.089018731551917,0,Healthy
discharge,[2009.       6.      20.      18.      55.      22.281],24,B0036,16,3530,03530.csv,1.78855079856218,,,3530,106.8234922123033,-6.823492212303293,0,Healthy
discharge,[2009.       6.      20.      22.      51.      49.984],24,B0036,18,3532,03532.csv,1.78908569307277,,,3532,106.85543947353422,-6.855439473534219,0,Healthy
discharge,[2.0090e+03 6.0000e+00 2.1000e+01 2.0000e+00 4.8000e+01 2.0078e+01],24,B0036,20,3534,03534.csv,1.78931373128332,,,3534,106.86905934836717,-6.869059348367173,0,Healthy
discharge,[2009.       6.      21.       6.      44.      49.843],24,B0036,22,3536,03536.csv,1.78607594594808,,,3536,106.67567846322699,-6.675678463226987,0,Healthy
discharge,[2009.       6.      21.      10.      41.      15.046],24,B0036,24,3538,03538.csv,1.78363242496508,,,3538,106.52973603603513,-6.529736036035132,0,Healthy
discharge,[2009.       6.      21.      15.      49.       5.796],24,B0036,28,3542,03542.csv,1.78297287380727,,,3542,106.49034349654083,-6.490343496540831,0,Healthy
discharge,[2009.       6.      21.      19.      45.      24.468],24,B0036,30,3544,03544.csv,1.78137759632596,,,3544,106.39506350128534,-6.395063501285335,0,Healthy
discharge,[2009.       6.      21.      23.      41.      43.609],24,B0036,32,3546,03546.csv,1.77853595459329,,,3546,106.22534280129511,-6.225342801295113,0,Healthy
discharge,[2009.       6.      22.       3.      37.      57.218],24,B0036,34,3548,03548.csv,1.77590430909433,,,3548,106.06816439591258,-6.068164395912575,0,Healthy
discharge,[2009.       6.      22.       7.      34.       6.234],24,B0036,36,3550,03550.csv,1.77804266499059,,,3550,106.19588044659164,-6.195880446591644,0,Healthy
discharge,[2009.       6.      22.      12.      41.      48.359],24,B0036,40,3554,03554.csv,1.78300293335916,,,3554,106.49213884186162,-6.4921388418616175,0,Healthy
discharge,[2009.       6.      22.      16.      38.      13.281],24,B0036,42,3556,03556.csv,1.78830004246138,,,3556,106.80851548231468,-6.808515482314675,0,Healthy
discharge,[2009.       6.      22.      20.      34.      46.062],24,B0036,44,3558,03558.csv,1.77929471257802,,,3558,106.27066059586825,-6.27066059586825,0,Healthy
discharge,[2009.       6.      23.       0.      31.       3.375],24,B0036,46,3560,03560.csv,1.77092355004518,,,3560,105.7706821684433,-5.770682168443301,0,Healthy
discharge,[2009.       6.      23.       4.      27.       4.484],24,B0036,48,3562,03562.csv,1.76590501808011,,,3562,105.47094390508572,-5.4709439050857185,0,Healthy
discharge,[2009.       6.      26.      15.      29.      34.968],24,B0036,52,3566,03566.csv,1.78269292414692,,,3566,106.47362314373548,-6.47362314373548,0,Healthy
discharge,[2009.       6.      26.      20.      32.      24.265],24,B0036,56,3570,03570.csv,1.79646620729202,,,3570,107.29625015884248,-7.296250158842483,0,Healthy
discharge,[2009.       6.      27.       0.      28.      29.453],24,B0036,58,3572,03572.csv,1.79090835334228,,,3572,106.96430019768148,-6.964300197681482,0,Healthy
discharge,[2009.       6.      27.       4.      25.      16.218],24,B0036,60,3574,03574.csv,1.78518002808874,,,3574,106.62216861908556,-6.622168619085556,0,Healthy
discharge,[2009.       6.      27.       8.      21.      51.234],24,B0036,62,3576,03576.csv,1.78113431765465,,,3576,106.38053337037097,-6.380533370370969,0,Healthy
discharge,[2009.     6.    27.    12.    18.    20.5],24,B0036,64,3578,03578.csv,1.77555777892235,,,3578,106.04746743658797,-6.047467436587965,0,Healthy
discharge,[2009.       6.      27.      17.      26.      12.718],24,B0036,68,3582,03582.csv,1.77688587061611,,,3582,106.12678941772467,-6.126789417724666,0,Healthy
discharge,[2009.       6.      27.      21.      22.      21.781],24,B0036,70,3584,03584.csv,1.77130834103782,,,3584,105.79366430439308,-5.793664304393076,0,Healthy
discharge,[2.0090e+03 6.0000e+00 2.8000e+01 1.0000e+00 1.8000e+01 3.4656e+01],24,B0036,72,3586,03586.csv,1.77133488408741,,,3586,105.79524962210027,-5.795249622100272,0,Healthy
discharge,[2009.      6.     28.      5.     14.     48.25],24,B0036,74,3588,03588.csv,1.7660842866405,,,3588,105.48165094996256,-5.481650949962557,0,Healthy
discharge,[2009.       6.      28.       9.      10.      46.125],24,B0036,76,3590,03590.csv,1.75927936634123,,,3590,105.07521835035243,-5.075218350352429,0,Healthy
discharge,[2009.       6.      28.      14.      18.      12.906],24,B0036,80,3594,03594.csv,1.76103688137624,,,3594,105.18018819174935,-5.180188191749352,0,Healthy
discharge,[2009.       6.      28.      18.      13.      23.984],24,B0036,82,3596,03596.csv,1.7602427673657,,,3596,105.13275871315204,-5.132758713152043,0,Healthy
discharge,[2009.       6.      28.      22.       7.      58.453],24,B0036,84,3598,03598.csv,1.75558994160343,,,3598,104.85486272217398,-4.854862722173976,0,Healthy
discharge,[2.009e+03 6.000e+00 2.900e+01 2.000e+00 3.000e+00 4.614e+01],24,B0036,86,3600,03600.csv,1.75456021766555,,,3600,104.79336113823943,-4.793361138239433,0,Healthy
discharge,[2009.       6.      29.       5.      59.      12.218],24,B0036,88,3602,03602.csv,1.74991083360948,,,3602,104.5156707075819,-4.515670707581904,0,Healthy
discharge,[2009.       6.      29.      11.       6.      27.906],24,B0036,92,3606,03606.csv,1.76102255253037,,,3606,105.17933238303738,-5.1793323830373765,0,Healthy
discharge,[2009.       6.      29.      14.      59.      50.625],24,B0036,94,3608,03608.csv,1.76240945743371,,,3608,105.26216705860836,-5.262167058608355,0,Healthy
discharge,[2009.       6.      29.      18.      50.      48.062],24,B0036,96,3610,03610.csv,1.75361703971206,,,3610,104.73702862431227,-4.7370286243122735,0,Healthy
discharge,[2009.       6.      29.      22.      44.      42.875],24,B0036,98,3612,03612.csv,1.74620447751916,,,3612,104.29430383264125,-4.294303832641248,0,Healthy
discharge,[2.0090e+03 6.0000e+00 3.0000e+01 2.0000e+00 3.6000e+01 3.9734e+01],24,B0036,100,3614,03614.csv,1.74061761727697,,,3614,103.96062143343146,-3.960621433431456,0,Healthy
discharge,[2.0090e+03 7.0000e+00 1.0000e+00 1.1000e+01 1.5000e+01 2.3875e+01],24,B0036,104,3618,03618.csv,1.75069040442568,,,3618,104.56223157522973,-4.562231575229731,0,Healthy
discharge,[2.0090e+03 7.0000e+00 1.0000e+00 1.6000e+01 1.8000e+01 1.8546e+01],24,B0036,108,3622,03622.csv,1.76511205515391,,,3622,105.42358317647813,-5.423583176478132,0,Healthy
